N°,Dénomination,N° RCCM,Activités,Adresses,Type
1,14 FEVRIER,RB/COT 13 B 9578,"IMPORTATION DE PRODUITS  AGROALIMENTAIRES-TEXTILES-MATERIAUX DE  CONSTRUCTION-MATERIELS ELECTRIQUES-LA  QUINCAILLERIE-","QUARTIER DANTOKPA ILOT 531-  03 BP 3727 TEL 97035245",PM
2,2 AO & FILS,"RB/COO/12 B9186  DU220812","COMMERCE : Transports routiers de marchandises - toutes opérations pouvant concerner l'achat, la  vente, l'importation, l'exportation, l'emmagasinage, le  warrantage et le transport de tous produits ,  marchandises.","COTONOU : Kpondéhou 1 - ilot  462 bis - tél : 97272440",PM
3,"2A.S HOUNTONDJI ET  FILS",RB/COT/13 A 16754,"VENTE DE MATERIELS ELECTRIQUES ET  ELECTRONIQUES - PRESSING - DIVERSES  PRESTATIONS DE SERVICES.","QTIER: VEDOKO - ILOT: 1448 -  TEL: 95 46 95 19/ 97 80 01 52",PP
4,2AE HOUSE,"RB/COT/13A17796DU2308 13","COMMERCE : Achat et vente de matériels  d'électricité - vente de matériels électriques - BTP -  matériels et consommables informatiques -  bureautiques - génie civil","COTONOU : Kouhounou - ilot 2226  - parcelle G - Tél : 97966691",PP
5,2B PRESTATIONS,RB/COT/13 A 17292,"BTP - ASSAINISSEMENT - IMPRIMERIE -  POISSONNERIE - COMMERCE GENERAL ET  DIVERSES PRESTATIONS","QTIER: AGONTINKON - ILOT:  1116 - TEL: 95 95 69 73",PP
6,2EME LIEU,RB/COT/13 A 16565,"BARS - CAFES ET AUTRES DEBITS DE  BOISSONS - RESTAURATION - VENTE DE  PRODUITS D'ENTRETIEN","QTIER: FIFADJI - ILOT: 1915 - 10  BP 1073 - TEL: 97 64 46 52",PP
7,2GMD GROUP,"RB/COT/13B10498  DU130913","COMMERCE : Achat, vente, importation et  exportation de véhicules d'occasion - pneus - pièces  détachées et de motos","COTONOU : Cadjèhoun II - ilot 789  - parcelle A - Tél : 97378362",PM
8,2HF - SERVICES,"RB/COT/13B10302  DU180713","COMMERCE : Importation et exportation de tous  produits - matériels et objets non prohibés  notamment de véhicules automobiles d'occasion -  pneumatiques - pièces détachées pour automobiles  et de matériaux de construction","COTONOU : Fidjrossè Centre - ilot  1691 - parcelle R - Tél : 95860510",PM
9,3 AS TECHNOLOGIES,RB COT 13 A 16471,"ACHAT ET VENTE DE MATERIELS  INFORMATIQUES BUREAUTIQUES- FOURNITURES ET MATERIELS DE BUREAU","QUARTIER SAINT JEAN ILOT 436- E TEL 96748284/66159414",PP
10,3AE,RB/NAT/2013 B 035,"IMPORTATION DE MATERIAUX DE  CONSTRUCTION - MATERIELS ELECTRIQUES -  TOUS TRAVAUX CONSTRUCTION DE RESEAUX  ELECTRIQUES DE BTP ET DE GENIE CIVIL","QTIER: BORIS - YOURE - ILOT:  196 - MAISON HOUNGNIBO -  TEL: 96 99 51 84",PM
"","","",GENERALE-RESTAURATION-COMMERCE ,05 BP 2462 TEL 96252871,PP,96252871
"","","",GENERAL ET DIVERS.,"","",""
"",EAGLETECH-,"",BATIMENTS ET TRAVAUX PUBLICS - ,"","",""
654,CONSTRUCTION AND ,RB/COT/13 A 17066,ASSAINISSEMENT - VENTE DE MATERIAUX DE ,QTIER: DEDOKPO - ILOT: 557 - ,"",LEGBA REGIS AUGUSTE 
"",SERVICES,"",CONSTRUCTION - COMMERCE GENERAL ET DIVERSES PRESTATIONS DE SERVICES.,TEL: 96 16 20 04,PP,SEGBEDJI
"","","",EVENEMENTIEL-PRESTATIONS  DE SERVICES ,"","",""
655,EASY UP,RB COT 13 A 17179,EN PUBLICITE -FORMATION-AGENCE ,QUARTIER YENAWA ILOT 553 ,PP,""
"","","",D'HÖTESSES-DIVERS.,TEL 97203919,"",""
"","","",ACHAT ET VENTE DE MATERIELS ,"","",""
"","","",INFORMATIQUES ET BUREAUTIQUES-BTP-,"","",""
656,EBETHO,RB COT 13 A 17063,GENIE CIVIL-ASSANISSEMENT-COMMERCE ,QUARTIER KINDONOU ILOT 2181 ,PP,""
"","","",GENERAL ET DIVERSES PRESTATIONS DE ,-P TEL 97688536,"",""
"","","",SERVICES.,"","",""
657,EBI'S - BENIN,RB/COT/13A18063DU091013,COMMERCE : Achat et vente de friperie - commerce général et diverses prestations de services,COTONOU : Missèbo - ilot 48 - parcelle K - Tél : 97588400,PP,JOHN ELECHI O K 
658,ECLAT DE BEAUTE ,RB/COT/13 A 18003DU270913,COMMERCE : Vente d'accessoires et produits de beauté pour peau noire et métissé,COTONOU : Gbégamey - ilot 707 - Tél : 96961313,PP,mamah djiman k 
659,ECOLO-ENTRETIEN ET LAVAGE ,RB/COT/13 A17487 DU280613,SERVICE : Travaux d'entretien de ménages - de bureaux - d'espaces publiques - lavage des moyens de transports - commerce général.,COTONOU : Kowégbo - ilot 344 - parcelle 4770 T - Tél : 95420369,PP,YAVOEDJI epse5 L6 O/ K17O7 Reine A. née le 19/10/83 à Cotonou 
"","","","COMMERCE : Achat, vente, échange, importation, ","","",""
660,ECOTEXTILE,RB/ABC/13B176 DU011013,"exportation, emmagasinage, warrantage et transport de personnes et de tous produits - marchandises - ",ABOMEY CALAVI : Dèkoungbé 5 - ilot 777 - parcelle H - Tél : ,PM,kone issa 
"","","",denrées et objets de toute nature,95858318,"",""
"","","","SERVICE : Toutes activités de bureau d'études, de ","","",""
661,ECRPM CO,RB/COT/13 B 10240 DU03071,"conseils PME, PMI, l'ingénierie financière, le marketing, l'expertise en micro finance, en management, l'intermédiaire financière, le conseil en ",COTONOU : Gbèdjèwin - ilot 29 bis - parcelle S - Tél : 97723528/90916743,PM,ASSIKIDANA Adéwalé A.  A. né le 28/05/81 à cotonou
"","","",sécurité,"","",""
"","","",COMMERCE : Achat et vente de matériaux de ,"","",""
662,EDEM,RB/COT/13A17807DU270813,construction - quincaillerie - peinture et articles - commerce général et diverses prestations de ,COTONOU : Lokokoumè - ilot 155 - parcelle T - Tél : 95065795,PP,AKPLOGAN Jessica C. D. née le 07/04/95 à cotonou
"","","",services,"","",""
"","","",COMMERCE : Achat et vente de fournitures de ,"","",""
663,EDEN SERVICES ,RB/COT/13A 18076DU101013,bureau - librairie et papeterie - BTP - achat et vente de mobiliers - hôtellerie,COTONOU : Zogbohouè - ilot 2072 - parcelle B - Tél : 96225620,PP,GBOZO Edouard 
"","","",COMMERCE : Importation et exportation de ,"","",""
664,EDEN/G,RB/PN/13 316 DU010713,véhicules automobiles d'occasion - de camions - pièces de rechange et d'accessoires automobiles ,PORTO NOVO : SEME KPODJI - HOUINTA - ILOT CSB - Tél : ,PM,GBAGUIDI E I
"","","",neufs ou d'occasion - pneumatique,96768640,"",""
"","","",CONSEILS EN GESTION - EDITEUR ET ,"","",""
665,EDI- SOGECIL,RB/COT/13 A 16528,ORGANISATEUR - CONSEIL ET ASSISTANCE EN GESTION - CONSEIL EN OPTIMATISATION ,QTIER: HOUEYIHO 2 - ILOT: 1385 - 03 BP 2704 - TEL: 95 85 94 05,PP,ZOCLI GILLES APOLLINAIRE
"","","",LOGISTIQUE - EDITION ET IMPRIMERIE,"","",""
"","","",BTP-GENIE CIVIL-CONSTRUCTION METALLIQUE-,"","",""
"","","",FABRICATION DES PREFORMES-MATERIELS ET ,"","",""
666,EDIBA.COM,RB/COT/13  A 17016,MOBILIERS DE BUREAU-CONSOMMABLES ,QUARTIER SAINTE RITA ILOT ,"",""
"","","",INFORMATIQUES-PRODUITS FORESTIERS-,1376-E TEL 95953496,PP,""
"","","",COMMERCE GENERAL ET DIVERS.,"","",""
"","","",COMMERCE : Importation et exportation de tous ,"","",""
667,EDMARK BENIN,RB/COT/13 B10113DU240513,"produits agro-alimentaires - achat, vente et distribution de tous produits alimentaires et conserves en tout genres de fruits - légumes et ",COTONOU : Fifadji Chabigon - ilot 239 - parcelle R - Tél : 97005908,PM,NGOH Choo Y
"","","",épices tropicaux,"","",""
668,EDUC CONSEILS,RB/COT/13 A17645 DU250713,SERVICE : Conseils et formation en stratégie - gestion - études - planification - capitalisation - facilitation ,COTONOU : Mènontin - ilot 2099 - parcelle Y - Tél : 95150852,PP,ALIDJINOU EP VODOUHE Noami V. B. née le 04/02/84à gankpétin 
"","","",IMPORTATION DE MATERIAUX DE ,"","",""
669,EFRATA,RB/PN/2013 B 017,CONSTRUCTION-QUINCAILLERIE -BTP--IMPORTATION D'EQUIPEMENTS ,QTIER SEME KPODJI DJEREGBE ILOT C/S/B  TEL 97588994,PM,AVALLA SINNIGNON MATHIAS
"","","",INFORMATIQUES ET GSM-DIVERS,"","",""
670,EGNONNAM,RB/COT/13A17946 DU180913,COMMERCE : Achat et vent de pièces détachées - pneus et accessoires automobiles - produits tropicaux et agricoles,COTONOU : Suru - Léré - ilot 208 - parcelle J - Tél : 97474136,PP,57 / 177kinifo virgile
"","","",IMPORTATION DE MATERIAUX DE ,"","",""
671,EGTR - BTP,RB/COT 07 B 122,CONSTRUCTION-BTP-IMPORTATION DE VEHICULES AUTOMOBILES D'OCCASION-,QUARTIER AYELAWADJE ILOT 290-N TEL 97882175,PM,GBEDON AGBO-OLA BENOIT
"","","",DIVERSES PRESTATIONS.,"","",""
672,EHOU KOOKOE AGBEGBON ET FILS,RB/COT/13A 18218DU071113,COMMERCE : Achat et vente de matériels informatiques - bureautique - moto - BTP - marchandises  - fournitures scolaires,COTONOU : ZOGBO - ILOT 1907 - TEL : 97075685,PP,EHOU KOOKOE
673,EHREN PREST ,RB/COT/13A 18057 DU091013,SERVICE : Evènementiel - décoration - agence d'hôtesse - entretien d'espace - commerce général et diverses prestations de services ,COTONOU : Zogbo - ilot 1957 - Tél : 97423273,PP,DOSSOU Viviane Kossiba
"","","",SERVICE : activités de formation permanente et ,"","",""
674,EL ELYON ,RB/COT/13 A17488 DU280613,autres renforcement des capacités en TIC - Fournitures de matériels et consommables informatiques - de sonorisation - de ,COTONOU : Gbégamey - ilot 210 - parcelle I - Tél : 93939787,PP,TOKOUZAN Epiphane né le06/01/71 à Abomey 
"","","",télécommunication.,"","",""
675,EL MADINA,RB/COT/13A 17985 DU260913,SERVICE : location de voitures et gestion immobilière - informatique - bureautique et divers,COTONOU : Cadjèhoun  - ilot 765 - Tél : 97 7001 70,PP,zinsou andré cossi
"","","",COMMERCE : Importation de véhicules d'occasion ,"","",""
676,EL THOLAD,RB/COT/12B 8418DU190112,ou neufs - pièces détachées et de rechange - pneumatique ,COTONOU : Mènontin - ilot 2150 - Tél : 97382374,PM,AHIKOU Emilie
"","","",COMMERCE : Importation et exportation des ,"","",""
677,EL WAHA.CO,RB/COT/13B 10500 DU130913,produits de tous genres - produits alimentaires et tropicaux - importation et exportation des produits ,COTONOU : Akpakpa - ilot 5 - parcelle H - Tél : 96442055,PM,ARAFAT E A A 
"","","",alimentaires ,"","",""
678,ELAGNON MULTI SERVICES (EMS ),RB COT 13 A 16520,CONSEILS EN COMMUNICATION ET EN MARKETING-GESTION IMMOBILIERE-BTP- GENIE CIVIL-LOCATION DE VEHICULES-,QUARTIER IREDE ILOT 155-C TEL 95031503,PP,ASSEVI ELAGNON KOFFI HONORAT TEL 95031503
"","","",COMMERCE : Importation et exportation - ,"","",""
679,ELAK KEMSEG,RB/PN/13B338DU230713,Importation et vente de véhicules automobiles d'occasion - pneumatique et pièces détachées - ,PORTO NOVO : SEME KPODJI - ILOT CSB - Tél : 97773141,PM,AKINTIBU A. E. PASTOR
"","","",vente de produits alimentaires ,"","",""
"","","",CONSEIL INFORMATIQUE ET DEVELOPPEMENT ,QTIER: VEDOKO CASSE AUTO - ,"",""
680,E-LAND CREATION,COT/13-A-16267,LOGICIELS - DEVELOPPEMENT INFORMATIQUE ,ILOT: 1416 - 03 BP 3251 Tél: 21 12 ,PP,HOUNGBEDJI 
"","","",ET GRAPHISME,43 60,"",NOUESSAVE NOVALIE
"","","",ACHAT ET VENTE DE FOURNITURES DE ,"","",""
681,ELAN-DOSS,RB COT 13 A 16682,BUREAU LIBRAIRIE PAETERIE-PRODUITS D'ENTRETIEN-MATERIELS ET CONSOMMABLES ,QUARTIER VEDOKO ILOT 1515-F 03 BP 872 TEL 97460909,PP,DOSSOU DONATIENNE
"","","",INFORMATIQUES-BTP-TRANSPORT-,"","",""
682,ELCOLOMB,RB/COT/13A17687 DU020813,SERVICE : Toutes activités liées aux bâtiments et travaux publics (BTP) - agence immobilière - commerce général et divers,COTONOU : Mèdédjro - ilot 1296 - parcelle G - Tél : 97337495,PP,HOUEDE A. Roger né le 22/07/75 à Athiémé
683,ELECTRICITE DU BENIN (E.D.B),RB/COT/13A 17976 DU240913,SERVICE : Etudes - réalisation - expertise - audit en électricité et énergie renouvelable et Génie civil,COTONOU : Vèdoko - ilot 1429 - parcelle A - Tél : 94 468 731,PP,AMADOU A M
"","","",SERVICE : toutes activités liées au centre technique ,"","",58 / 177
684,ELECTRO MOUS,RB/COT/13A17947 DU180913,"d'électricité industrielle et bâtiment, vente de matériels électriques et diverses prestations de ",COTONOU : Kowégbo - ilot 778 - tél : 97476546,PP,MOUSSILIOU D A 
"","","",services,"","",""
685,ELECTRORASS,RB/COT/13 A 17047,ELECTRICITE BATIMENT - DEPANNAGE ET MAINTENANCE DES APPAREILS ELECTRIQUES.,QTIER: FIFATIN - ILOT: 174 - 03 BP 6313 - TEL: 97 72 50 35,PP,SODJA HONORE GEOFROY APELETE
"","","",COMMERCE : Importation et exportation - ,"","",""
686,EL-FAS,RB/COT/13B9902DU210313,Importation de véhicules automobiles neufs ou d'occasion - de motos neuves ou d'occasion - de ,COTONOU : Sègbèya Sud - ilot 268 - parcelle Q - Tél : 97585244,PM,LALEYE Fawas né le 16/01/83 à adjarra 
"","","",pneus neufs ou rechapés.,"","",""
"","","",ACHAT ET VENTE DE FRIPERIE-COMMERCE ,"","",""
687,EL-GEN BENIN,RB COT 13 A 16452,GENERAL ET DIVERSES PRESTATIONS DE ,QUARTIER  MISSEBO ILOT 65-H ,"",ORJI GODWIN ECHEFULA 
"","","",SERVICES.,TEL 98556257 01 BP 5388,PP,TEL 98556257
"","","",LA SOCIETE A POUR OBJET COMMERCE ,"","",""
688,EL-HOUDA,RB/COT/13 B 9789,GENERAL - LA QUINCAILLERIE - LA REPRESENTATION COMMERCIALE - LE NEGOCE ,QTIER: SODJEATINME 6 ILOT: 204 - TEL: 97 42 30 10,PM,HETTAL FERHAT
"","","",INTERNATIONAL - TEC.,"","",""
"","","",ACHAT ET VENTE DE PRODUITS FORESTIERS ,"","",""
"","","",ET DE PRODUITS VIVRIERS ET DE CEREALES - ,"","",""
689,ELIATH ET FILS,RB/COT/13 A 17095,PRODUITS AGRICOLES ET TROPICAUX - ,QTIER: YENAWA - ILOT: 939 - ,PP,TANKPINOU 
"","","",COMMERCE GENERAL ET DIVERSES ,TEL: 97 76 71 46,"",HOUNGBEDJI ELIE
"","","",PRESTATIONS DE SERVICES.,"","",""
"","","",BTP - ASSAINISSEMENT - ¨PRESTATIONS DE ,"","",""
690,ELICHA GROUP,RB/COT/13 A 16587,SERVICES - COMMERCE GENERAL - ALIMENTATION GENERALE - HOTELLERIE - ,QTIER: AGLA - ILOT: 144 - TEL: 95 57 03 18,PP,DANGBEDJI REINE
"","","",LOCATION DE VEHICULES.,"","",""
"","","",COMMERCE : Importation de véhicules d'occasion - ,"","",""
"","","",de pièces détachées - pneumatique - appareils ,PORTO NOVO : SEME KPODJI - ,"",""
691,ELIKO,RB/PN/13B350DU130813,électriques - électroniques - électroménagers et ,Sèkandji - ilot 493 - parcelle M - Tél ,PM,KOUDADJOU F. O. Elie né 
"","","",ustensiles de cuisine - importation de produits ,: 96554853,"",le 31/01/80 à pobè
"","","",tropicaux et autres produits agricoles,"","",""
"","","",ACHAT ET VENTE DE FOURNITURES DE ,"","",""
692,ELISABETH SERVICE PLUS,RB/COT/13 A 17136,BUREAU LIBRAIRIE ET PAPETERIE - PRESTATIONS DE SERVICES EN BTP - PRODUITS D4ENTRETIEN ET LOCATION DE ,QTIER: FIDJROSSE - ILOT: 1828 - 04 BP 1198 COTONOU - TEL: 96 54 45 15,PP,BOKOSSA BIOVA MARTINE
"","","",VOITURES.,"","",""
"","","",COMMERCE : Commerce général et divers - ,"","",""
693,ELITE - G,RB/COT/13A17601 DU180713,prestations de services - vente de matériels informatiques et accessoires - vente de produits ,COTONOU : Dandji - ilot 759 - Tél : 96355222,PP,ADANDE Arnaud né le 24/11/89 à Cotonou
"","","",alimentaires ,"","",""
"","","",ACHAT ET VENTE DE MATERIELS ,"","",""
"","","",INFORMATIQUES BUREAUTIQUES-MATERIELS ,"","",""
694,ELITE MULTISERVICES,RB/COT/13 A 16584,ELECTRONIQUES-GESTION IMMOBILIERE-,QUARTIER SODJEATINME ILOT ,"",FOADEY FERDINAND 
"","","",PRESSING-ASSAINISSEMENT ET ENTRETIEN ,146-I 01 BP 317 TEL 94002099,PP,LUCAS AKOLEVY TEL 94002099
"","","",D'ESPACES VERTS,"","",""
695,ELLA GLOBAL ELECT,RB COT 13 A 16825,"VENTE DE MATERIELS ELECTRIQUES ET ELECTRONIQUES-PRODUITS GSM ET PORTABLES-MATERIELS ET CONSOMMABLES  INFORMATIQUES-CHAUSSURES-BIJOUX-MECHES-PRODUITS COSMETIQUES-COMMERCE GENERAL ET DIVERSES PRESTATIONS DE SERVICES.","QUARTIER SAINTE RITA ILOT 492-B TEL 96162124",PP
696,ELMAVI,"RB/COT/13B10370 DU070813","COMMERCE : Importation et exportation de véhicules d'occasion - importation et vente de matériels de sonorisation - prestations musicales - locations diverses - évènementiels - pièces détachées","COTONOU : Yénawa  - ilot 805 - parcelle G - Tél : 97119857",PM
697,EL-MERCY BENIN,RB COT 13 A 16450,"ACHAT ET VENTE DE FRIPERIE-COMMERCE GENERAL ET DIVERSES PRESTATIONS DE SERVICES","QUARTIER BOCOSSI TOKPA ILOT 92-F 01 BP 5569 TEL 96074669",PP
698,ELOHIM GROUP,"RB/PN/2009 B121 DU180309","COMMERCE : Importation de véhicules d'occasion - pneumatiques - pièces détachées - friperie - matériaux de construction - produits alimentaires","PORTO NOVO : Vakon - ilot 28 - parcelle k - Tél : 97986736",PM
699,EL-OLAM,RB/COT/13 A 16994,"BATIMENTS ET TRAVAUX PUBLICS - ASSAINISSEMENT - ACHAT ET VENTE DES PRODUITS FORESTIERS - COMMERCE GENERAL ET DIVERS.","QTIER: ZOGBO - ILOT: 1902 - TEL: 64 77 00 86",PP
700,ELPIS TECHNOLOGIES,"RB/COT/07 B1717DU130907","COMMERCE : Importation de matériels informatiques - bureautiques - équipements de communication - gestion de centre internet - cyber café","COTONOU : Tokplégbé - ilot 325 - parcelle K - Tél : 67326010",PM
701,EL-SHALOM & FILS,RB COT 13 A 17018,"ACHAT ET VENTE DE PRODUITS TROPICAUX ET AUTRES PRODUITS-EXPLOITATION ET TRANSFORMATION-USINAGE DE BOIS-BTP-ALIMENTATION GENERALE","QUARTIER FIFADJI ILOT 1868-W TEL 97100301",PP
702,"EMANATION CONSULTING","RB/COT/12B9563 DU201212","SERVICE : Conseils juridiques et conseils en ressources humaines","COTONOU : Vodjè-kpota - ilot 1084 - parcelle H - Tél : 67035695",PM
703,EMERAUDE SERVICES,"RB/COT/13A17801DU260813","SERVICE : Assainissement - voirie et gestion des déchets - entretien - maintenance informatique et reseaux - restauration - hébergement","COTONOU : Missessin - ilot 566 - parcelle H - Tél : 97488402",PP
704,EMINENCE GRISE,"RB/COT/13A 18262 DU181113","SERVICE : Conseils en communication et marketing -évènementiel - gestion et développement de carrières artistiques - commerce général","COTONOU : Agla - ilot 3145 - Tél : 67834935",PP
705,EMMANUEL BUSINESS,"RB/COT/13 A17467 DU250613","COMMERCE : Vente de matériels électriques et électroniques - installation électrique - vente de sachets d'eau - commerce général et diverses prestations","COTONOU : Adjracomey - ilot 4193- parcelle G - Tél : 97766273",PP
707,ENAGNON,RB/COT/13 A 16813,"QUINCAILLERIE GENERALE - PROMOTION IMMOBILIERE - DIVERSES PRESTATIONS DE SERVICES.","QTIER: DANDJI - ILOT: 0013 - TEL: 96 34 58 19",PP
708,ENE,"RB/COT/13A17914DU120913","SERVICE : Toutes activités liées aux bâtiments travaux publics (BTP) - Plomberie - menuiserie - commerce général et diverses prestations de services","COTONOU : Missogbé - ilot 1443 - Tél : 97085402",PP
709,ENERGETIQUE,RB COT 13 A 16494,"ELECTRICITE INDUSTRIELLE-ELECTRICITE BATIMENT -FROID ET CLIMATISATION-DIVERSES PRESTATIONS DE SERVICES.","QUZRTIERHOUEYIHO 2 ILOT 1418-L 01 BP 1445 TEL 96552558",PP
710,ENERGIE +,"RB/COT/13 A17491 DU010713","SERVICE : Imprimerie - agroalimentaires - diverses prestations de services.","COTONOU : Kindonou - ilot 2184 - parcelle M - Tél : 66363637",PP
711,ENERGIE ET FILS,"RB/COT/13 A17630DU230713","SERVICE : Location de bâches et chaises - service traiteur - restauration","COTONOU : VOSSA - ILOT 3478 - Parcelle A - Tél : 97130406",PP
712,"ENERGIE-EAU-EFFICACITE ET TECHNOLOGIE","RB/COT/13B 10558DU300913","COMMERCE : Importation de matériels électriques - bureautiques - consommables informatiques - expertise énergétique - bureau d'études - audit efficacité - énergétique","COTONOU : Kouhounou - ilot 2230 - parcelle J - Tél :95451444",PM
713,ENERGY - I,"RB/COT/13 B10257 DU090713","COMMERCE : Toutes opérations de représentations  commissions et courtages en matière de santé - activités médicales et paramédicales","COTONOU : Haie vivie - ilot 1159 - parcelle X - Tél : 95100850",PM
714,"ENGRAIS & PHYTO DU BENIN","RB/COT/13 B10651 DU251013","COMMERCE : Importation - vente et distribution d'intrant agricole et phytosanitaires - importation et la fabrication des équipements agricoles","COTONOU : Aidjèdo 2 - ilot 887 - parcelle A - Tél : 97849105",PM
715,ENIOLA ET FILS,RB/COT/13 A 17084,"ACHAT ET VENTE DE BIJOUX - MAROQUINERIE - SACS ET ACCESSOIRES - COMMERCE GENERALET DIVERSES PRESTATIONS DE SERVICES.","QTIER: DANTOKPA - ILOT: MARCHE DANTOKPA - TEL: 97 72 47 64",PP
716,ENKAY INDO-BENIN,RB/COT/13 B 9806,"L'IMPORTATION ET L'EXPORTATION - L'IMPORTATION ET L'EXPORTATION DE PRODUITS TROPICAUX ET AUTRES PRODUITS AGRICOLES - PRODUITS VIVRIERS - CEREALES","QTIER: MISSESSIN - ILOT: 08 - MAISON AÎVODJI - TEL: 96 25 22 80/ 67 34 20 11",PM
717,ENSOL AFRIQUE,RB/COT/13 A 16760,"TRAVAUX D'INSTALLATION - INSTALLATION DE GENERATEURS ET CENTRALES SOLAIRES - COMMERCE GENERAL ET DIVERSES PRESTATIONS DE SERVICES.","QTIER: SENADE - ILOT: 356 - 06 BP 543 - TEL: 97 37 47 55",PP
718,"ENTREPRISE BOS ET FILS","RB/COT/13 A17966 DU240913","SERVICE : BTP - Assainissement - Génie civil - Commerce général","COTONOU : Mènontin - ilot 2071 - Tél : 97 126 872",PP
"",ENTREPRISE GENERALE ,"",TRANSPORTS - ACHAT ET VENTE DE PRODUITS ,"","",61 / 177
720,"DE TOURISME, TRANSPORT ET DE ",RB/COT/13 A 16475,ALIMENTAIRES - VENTE DE MATERIELS ET CONSOMMABLES INFORMATIQUES - ,QTIER: JONQUET - ILOT: 118 - ,PP,ADONON FRANCIS 
"",MANUTENTION,"",COMMERCE GENERAL ET DIVERSES PRESTATIONS DE SERVICES,TEL: 90 90 49 98,"",SERVAIS PASCAL
"","","",ELECTRICITE INDUSTRIELLE -REALISATION DES ,"","",""
"",ENTREPRISE GENERALE ,"",INSTALLATIONS ELCETRIQUES HAUTES-,"","",""
721,D'ELECTRICITE  ET ,RB COT 13 A 17172,MOYENNES OU BASSES TENSIONS-,QUARTIER AKPAKPA ILOT 844-P ,"",""
"",D'HYDRAULIQUE,"",MAINTENANCE INDUSTRIELLE-BTP ETOUVRAGE ,06 BP 437 TEL 97058498,PP,""
"","","",D'ART-FOURNITURESD DIVERSES.,"","",""
"","","",SERVICE : l'étude - la réalisation - le conseil et ,"","",""
722,ENTREPRISE INDUSTRIELLE DU BENIN,RB/COT/13 B10328 DU250713,l'approvisionnement industriel - toutes opérations d'importation - d'exportation - achat et vente - distribution de tous produits et marchandises de ,COTONOU : Wologuèdè - ilot 1058 - parcelle J - Tél : 96748906,PM,DABO M. Naby né le 16/07/60 à nioro du rip 
"","","",toute nature ou origine ,"","",""
723,ENTREPRISE KADARA ,RB COT 13 A 16497,TELECENTRE -CYBER CAFE-DEPOT SOBEBRA-DEPOT CIMENT,QUARTIER AGLA ILOT 3099-O 01 BP 4220 TEL 97088324,PP,OTEKPOLA ABEKE TEL 97088324
"",ENTREPRISE ,"","","","",""
724,MACONNERIE TECHNIQUE DU BENIN (EMTB),RB/PN 2005B271 DU240805,COMMERCE : Importation de matériaux de construction - matériels de BTP et engins lourds - BTP et génie civil,PORTO NOVO : Tokpota 2 - c/sb - Tél : 90904054,PM,LOKO Agossoi Jacques né le 01/01/60 à porto novo
"","","","COMMERCE : La société a pour objet l'achat, la ","","",""
725,ENTREPRISE NASSARAH SEDDOH LOGISTICS,RB/COT/13 B10473 DU050913,"vente, l'échange, l'importation et l'exportation de pneus - pièces de détachées de cycles et motocycles ",COTONOU : Cadjèhoun - ilot 1183 -parcelle A - Tél :97078981,PM,NASSARAH Koffi Denis
"","","",- d'appareils électroménagers ,"","",""
"","","",SERVICE : Toutes prestations en préfinancement ,COTONOU : Minontchou - ilot 5417 ,"",""
726,ENTREPRISE SOS VIE,RB/COT/13A 18055 DU091013,solidaire des travaux de peinture des bâtiments et de divers métiers des artisans,- parcelle : M/AMOUSSA - Tél : 64311231,PP,SEWABO P J
"",ENTRETIEN - ,"",TRAVAUX D'ENTRETIEN DE MENAGES - DE ,"","",""
727,GARDIENNAGE - JARDINAGE - COMMERCE (EGJC),RB/COT/13 A 16530,BUREAUX - D'ESPACES PUBLIQUES - GARDIENNAGE - JARDINAGE - PHYTOTHERAPIE -PRESTATIONS DE SERVICES - COMMERCE GENERAL.,QTIER: AKPAKPA - ILOT: 236 - TEL: 96 78 28 02,PP,ADJAI MINASSOU REMI
"","","",COMMERCE : Bâtiments et travaux publics - ,"","",""
728,EQUIMAT-BENIN,RB/COT/13 A17510 DU020713,Assainissement - Electricité - Climatisation - garage auto-engins - lourds - transports - exploitation et ,COTONOU :Avotrou - ilot 811 - parcelle R - Tél : 90935449,PP,BADA Olatundji Hermas C. né le 08/05/76 à Man 
"","","",commercialisation de produits forestiers ,"","",""
"","","",ACHAT ET VENTE DE PRODUITS CONGELES ,"","",""
729,ERABLE,RB/COT/13 A 17056,CHAMBRES FROIDES - FOURNITURES DE ,QTIER: FIFADJI - ILOT: 1855 - ,"",""
"","","",BUREAU - ELECTRICITE,TEL/ 97 61 35 53/ 64 21 03 56,PP,TOGBE ELODIE DIANE
"","","",IMPRIMERIE-ACHAT-INSTALLATION ET PRISE A ,"","",""
"","","",BAIL D'IMPRIMERIE-MULTIMEDIA-EDITION D'UN ,"","",GANDAHO EULOGE 
730,ERGAN MEDIA,RB/COT/13 A 16438,QUOTIDIEN D'INFORMATION-DE PUBLICITE-,QUARTIER SAINTE RITA ILOT ,"",""
"","","",COMMUNICATION-CREATION-ACQUISITION ET ,1323-E TEL 95968117/66532053,PP,ROLLAND TEL 95968117/66532053
"","","",EXPLOITATION,"","",""
"","","","","","",62 / 177
731,ERI-YOMI,RB/COT/13A17428DU18/06/13,Achat et vente de produits forestiers et de produits vivriers et de céréales-commerce général et divers,Minontin C/2073 Parcelle V Tél:97887482/95408246,PP,CHOGOLOU ODOUWO Dohou Alphonse né le 01/01/1951
