N°,N° RCCM,Dénomination,Activités,Adresses,Type
1,"RB/PN/13 A 321  DU02/05/13","""NORA"" FASHION","COMMERCE: ACHAT ET VENTE DE  CHAUSSURES - SACS - TEXTILES - MERCERIE -  BIJOUX - PRODUITS COSMETIQUES -  BUREAUTIQUE - QUINCAILLERIE - PIECES","Porto-Novo Dodji LOT/ 2180-f TEL/ 97 07  82 06",PP
2,"RB/PN/13 A 462  DU25/07/13",2AK ET FILS,"COMMERCE: BUREAUTIQUE - BTP -  QUINCAILLERIE - ENTRETIEN DES LOCAUX -  LOCATION DE BACHES - SONORISATION  DIVERS - TRAVAUX D'IMPRIMERIE - BAR-","Adjarra Malanhoui M/SON KAKAHOUN  TEL/ 97 37 49 40",PP
3,"RB/PN/13 A 685  DU04/12/13",2H ET FILS,"COMMERCE: ACHAT ET VENTE DE  FOURNITURES DE BUREAU - MATERIELS ET  EQUIPEMENTS DE TOUS GENRES -  CONSOMMABLES INFORMATIQUES -","Porto-Novo Djègan-Kpèvi ZIP/3-232-M  TEL/97 83 66 61",PP
4,"RB/PN/13 A 491  DU22/08/13",2H HODONOU ET FILS,"COMMERCE: DEPOT DE VENTE DE PRODUITS  SOBEBRA - DEPOT DE VENTE DE CIMENT -  QUINCAILLERIE GENERALE - COMMERCE  GNERAL ET DIVERS","Sèmè-Kpodji Ekpè1 M/SON SAGBOHAN  TEL/ 97 47 32 82",PP
5,"RB/PN/13 A 513  DU30/08/13",2KC ET FILS,"INDUSTRIE: BTP - PRODUITS TROPICAUX -  AGRICOLES - FORESTIERS - BUREAUTIQUE -  INFORMATIQUE - TOUTES PRESTATIONS DE  SERVICES - EVENEMENTIEL - COMMUNICATION","Porto-Novo Ouando ZIP/ 3-267-H TEL/ 97  84 59 31",PP
6,"RB/PN/13 A 323  DU02/05/13",5EME AVENUE,"COMMERCE: CAFETERIA - SERVICE TRAITEUR - MAROQUINERIE - BIJOUX - ARTICLES  VESTIMENTAIRES - BUREAUTIQUE - DIVERSES  PRESTATIONS - EXPLOITATION ET","Porto-Novo Djassin ZIP/ 1-102-AH 01 BP  1904 P/N TEL/ 96 91 98 01",PP
7,"RB/PN/13 A 315  DU25/04/13",A B C-DEGNON,"COMMERCE: ACHAT ET VENTE DE  FOURNITURES DE BUREAU - LIBRAIRIE -  PAPETERIE - RESTAURATION - SERVICE  TRAITEUR - PATISSERIE - BOULANGERIE -","Porto-Novo Lokossa LOT/ 1956-f TEL/ 97  09 84 36",PP
8,RB/PN/ 13 A 232,A S B,"TRANSIT - PRODUITS TROPICAUX -  FORESTIERS - AGRICOLES - BTP -  PRESTATIONS DE SERVICES - FOURNITURES  DE BUREAU ET SCOLAIRES - INFORMATIQUE -","Tokpota I P/N LOT/ 385-A TEL/ 95 28 02  08",PP
251,"RB/PN/13 A 625 DU04/11/13",FIFASI,"COMMERCE: ACHATE TE VENTE DE PIECES DETACHEES - DE PNEUS ET ACCESSOIRES AUTOMOBILES - DE MOTOS - SOBEBRA - BUVETTE - RESTAURATION - BUREAUTIQUE -","Porto-Novo Djègan-Kpèvi ZIP/ 2-410-ZA TEL/97 60 50 32",PP
252,"RB/PN/13 A 497 DU23/08/13",FINAFA SERVICES BENIN,"COMMERCE: VENTE DE MATERIELS INFORMATIQUES - BUREAUTIQUES - COMMERCE GENERAL ET DIVERS","Porto-Novo Tori-Gbodjè LOT/409-C TEL/ 95 40 56 24",PP
253,RB P/N-13-A-051,FLAN ET FILS,"AGRO-ALIMENTAIRE - MATERIELS ELECTRONIQUES ET INFORMATIQUES - BIJOUX - TEXTILES - QUINCAILLERIE - ALIMENTATION GENERALE - DIVERS","Hounsouko P/N LOT/ 614-d Tel/ 66 16 62 13",PP
254,"RB/PN/13 A 391 DU13/06/13",FLOPEZ ET FILS,"COMMERCE: POISSONNERIE - VENTE DE PRODUITS AGRO-ALIMENTAIRES EN GROS ET DEMI-GROS - VENTE D'HUILE DE PALME ET D'HUILE D'ARACHIDE - ALIMENTATIN","Avrankou Tanzoun LOT/162 TEL: 97836504",PP
255,"RB/PN/13 A 319 DU30/04/13",FOUMILAYO-TROPICAL,"COMMERCE: ACHAT ET VENTE DE PRODUITS FORESTIERS ET DE PRODUITS VIVRIERS ET DE CEREALES - TROPICAUX - ALIMENTATION GENERALE - MENUISERIE - ASSAINISSEMENT -","Sèmè-Kpodji Agblangandan M/son PAZOU TEL/ 97 12 44 59",PP
256,"RB/PN/13 A 649 DU15/11/13",FRERES AMIS TELECOM,"COMMERCE: DISTRIBUTION DES PRODUITS GSM - DIVERS","Porto-Novo Ouando ZIP/3-483-f TEL/97 07 40 30",PP
257,"RB/PN/13 B 275 DU21/05/13",FRICAR,"COMMERCE: IMPORTATION DE MATERIELS ELECTRONIQUES ET CONSOMMABLES INFORMATIQUES - VEHICULES D'OCCASION - PIECES DE RECHANGE - MATERIAUX DE","Sèmè-Kpodji Agongo LOT/ 88-L TEL/ 97 98 45 46",PM
258,"RB/PN/13 A 631 DU04/11/13",G A E L A,"COMMERCE: TEXTILES - BTP - PRODUITS AGRICOLES - FORESTIERS - SOBEBRA - QUINCAILLERIE - ALIMENTATION GENERALE - BUREAUTIQUE - INFORMATIQUE -","Adjarra Malanhoui C/SB M/SON ZOFFOUN TEL/97 91 28 74",PP
259,RB/PN/13 A 214,G T A,"PRODUITS HALIEUTIQUES POISSONNERIE - DEPOT SOBEBRA - MATERIAUX DE CONSTRUCTION - QUINCAILLERIE - BOULANGERIE - VENTE DE CARTES DE","Djassin P/N ZIP/ 4-137-P TEL/ 97 60 92 54",PP
260,RB P/N-13-A-008,G. I. T TECHNOLOGIE,"BTP - TELECOMMUNICATION - ELECTRICITE - BUREAUTIQUE - ALIMENTATION GENERALE - DIVERS","Houinta S/KPODJI LOT/ 31-A TEL/ 97 04 27 87",PP
"","","",MATERIELS INFORMATIQUES - BUREAUTIQUE - ,"","",""
"",RB/PN/ 13 A 219,GANIOU ET FILS,QUINCAILLERIE - DIVERSES MARCHANDISES - ,Djrègbé S/KPODJI C/SB TEL/ 99 15 11 68,PP,RABIOU Sèwanou G.
262,"","",COMMERCE GENERAL,"","",""
"","","",COMMERCE GENERAL ET DIVERS - TOUS ,"","",""
"",RB/ PN/ 13 A 277,GARAGE L'ESPOIR,TRAVAUX DE MECANIQUE AUTO - DIVERSES ,Tokpota P/N ZIP/ 4-76-B TEL/ 97 04 51 ,PP,BONI SENI 
263,"","",PRESTATIONS DE SERVICES,50,"",Mouhamadou Awali
"","","",QUINCAILLERIE GENERALE - EXPLOITATION DE ,"","",""
"",RB PN 13 A 215,GBEHOUNOU ET FILS,PRODUITS AGRICOLES - FORESTIERS - ,Gbèkandji ADJOHOUN C/SB TEL/ 96 76 ,PP,CODJO Sèssinou J.
264,"","",COMMERCE GENERAL ET DIVERS,25 15,"",""
"","","",COMMERCE: ACHAT ET VENTE DE MOTOS - ,"","",""
"",RB/PN/13 A 629 ,"","","","",""
"",DU04/11/13,GBEMENOU JLOMAHUTON,PRODUITS FORESTIERS - ACHAT ET VENTE DE MATERIAUX DE CONSTRUCTION - ¨PRODUITS ,Bonou Affamè-Zoukou C/SB M/SON FASSINOU TEL/ 97 21 67 46,PP,FASSINOU Dagbémahou Victorin
265,"","",AGRICOLES ET VIVRIERS - POISSONNERIE - ,"","",""
"","","",COMMERCE: QUINCAILLERIE GENERALE - ,"","",""
"",RB/POB/13 A 026 DU08/05/1,GBENAKPON ET FILS,VENTE DE PRODUITS VIVRIERS ET FORESTIERS - PRODUITS SOBEBRA - BUVETTE ,POBE Pobè-Nord M/SON HOUNGNIMON TEL/ 66534290/94826306,PP,HOUNGNIMON Gbènakpon Achille
266,"","",- COMMERCE GNERAL ET DIVERS,"","",""
"","","",PRODUITS TROPICAUX - AGRICOLES - ,"","",""
"",RB/PN/13 A 211,GBETOHO VOLONTE DE DIEU,FORESTIERS - VIVRIERS - ALIMENTAIRES ET BOISSONS - MATERIAUX DE CONSTRUCTION - ,Houinvié P/N ZIP/ 4-818-D TEL/ 97 88 07 23,PP,SOHE Emmanuel
267,"","",BAR - RESTAURANT - BOULANGERIE - ,"","",""
"","","",COMMERCE: VENTE DE VEHICULES - DE ,"","",""
"",RB/PN/13 A 510 DU29/08/13,GBODOUGBE GMR ET FILS,PIECES DETACHEES - QUINCAILLERIE - BUVETTE - TRANSFORMATION D'HUILE ,Sakété Ita-Djèbou M/SON GBODOUGBE TEL/ 64 22 31 24,PP,GBODOUGBE Mohamed Ridor
268,"","",VEGETALE - CIMENTS - PRODUITS ,"","",""
"","","",INDUSTRIE: BTP - QUINCAILLERIE - ACHAT ET ,"","",""
"",RB/PN/13 A 457 DU23/07/13,GEOBA-TP,VENTE DE BIJOUX - ALIMENTATION GENERALE -DEPOT SOBEBRA - BAR-RESTAURANT - ,Adjarra Ahouandji M/SON DANVOGNANNOU TEL/ 97 40 43 44,PP,DANVOGNANNOU Godonou Emile
269,"","",COMMERCE GENERAL ET DIVERS,"","",""
"","","",COMMERCE: ACHAT ET VENTE DE MATERIELS ,"","",""
"",RB/PN/13 A 317 DU25/04/13,GEVAHOC-TP,INFORMATIQUES - BUREAUTIQUE - AMENAGEMENT - FORMATION EN ,Akpro-Missérété Vakon-Azohouè C/SB TEL/ 97 48 74 52,PP,MONWANOU Lodonou Maurice
270,"","",MACONNERIE ET CARRELAGE - QUINCAILLERIE ,"","",""
"","","",COMMERCE: IMPRIMERIE - LIBRAIRIE - SAISIE & ,"","",""
"",RB/POB/13 A 027 DU13/05/,GGIL ET FILS,PHOTOCOPIES - VENTE DE MATERIELS INFORMATIQUES ET DE FURNITURES ,POBE OSSOMOU II TEL/ 97 87 20 11 - 64 20 79 36,PP,GBEGNIHOA Assogba Gilbert
271,"","",SCOLAIRES - ACHAT ET VENTE DE DIVERSES ,"","",""
"","","",SCIERIE - MATERIAUX DE CONSTRUCTION - ,"","",""
"",RB/ PN/ 13 A 264,GLOBAL MEILLEURS PRIX,BTP - ALIMENTATION GENERALE - PRODUITS ,Houinmè-Ganto P/N ZIP/ 4-732-D TEL/ 97 ,PP,AKOTENOU Phemy 
"","","",FORESTIERS - TROPICAUX - BUREAUTIQUE - ,22 01 85,"",Ozias
272,"","",POISSONNERIE - NTIC - COMMERCE GENERAL ,"","",""
"","","",COMMERCE: ACHAT ET VENTE DE PIECES ,"","",""
"",RB/PN/13 A 569 ,"",DETACHEES AUTOMOBILES - PNEUS - BTP - ,Porto-Novo Kandévié-Owodé LOT/186 ,"",GLODJINON 
"",DU30/09/13,GLODJINON ET FILS,BUREAUTIQUE - POISSONNERIE - PRODUITS ,M/SON ALLEGUE TEL/ 97 74 76 55,PP,Alexandre
273,"","",FORESTIERS - COMMERCE GENERAL ET ,"","",""
"","","",COMMERCE: FOURNITURES DE BUREAU ET ,"","",""
"",RB/PN/13 A 574 DU30/09/13,GLORY-TRANS,SCOLAIRES - BTP - INFORMATIQUES - MAINTENANCE INFORMATIQUE - ,Missérété Vakon-Azohouè C/SB M/SON HOUEDOTE TEL/ 95 56 66 27,PP,HOUEDOTE Emile D.
274,"","",QUINCAILLERIE - PRODUITS FORESTIERS - ,"","",""
"","","",SERVICE: GESTION IMMOBILIERE - ,"","",""
"",RB/PN/13 A 508 ,"","","","",""
"",DU28/08/13,GMB GOD LOVE,QUINCAILLERIE - BTP - CIMENT - PRODUITS FORESTIERS - VIVRIERS ET ALIMENTAIRES - ,Sèmè-Kpodji Ekpè2 C/SB M/SON BOTON TEL/97 57 21 29,PP,BOTON Germain
275,"","",SOBEBRA - LOCATION MOTOS ET VOITURES - ,"","",""
"","","",PRODUITS ALIMENTAIRES - BUREAUTIQUE - ,"","",""
"",RB P/N-13-A-164,GOD ANSWER,INFORMATIQUE - BTP - PRODUITS FORESTIERS ,Glogbodji S/KPODJI C/SB TEL/ 67 20 08 ,"",""
276,"","",- TELECOMMUNICATION - DIVERS,57,PP,AKADI Soulémne
"","","",COMMERCE: IMPORTATION ET EXPORTATION ,"","",""
"",RB/PN/13 B 217 DU18/03/13,GOOD DEAL-BENIN,DE TOUS PRODUITS - MATERIELS ET OBJETS NON PROHIBES - VEHICULES AUTOMOBILES ,Sèmè-Kpodji Djeffa C/SB TEL/ 95 95 99 18,PM,RAMMAL Hassan
277,"","",D'OCCASION ET ACCESSOIRES -  GESTION DE ,"","",""
"","","",COMMERCE: VENTE DE PRODUITS ,"","",""
"",RB/PN/13 A 329 DU08/05/13,GRACE DE LA FONTAINE,FORESTIERS - DIVERSES PRESTATIONS DE SERVICE - DISTRIBUTION DE PRODUITS ,Sèmè-Kpodji Dja-Tohouè LOT/ 12-K TEL/ 97 29 50 34,PP,ADJAÏ Luc Clovis
278,"","",LAITIERS - PRODUCTION D'EAU - COMMERCE ,"","",""
"","","",VENTE DE BOISSONS - PRODUITS SOBEBRA - ,"","",""
"",RB/PN/ 13 A 253,GRACIELLA,ALIMENTATION GENERALE - INFORMATIQUE - BUREAUTIQUE - PRODUITS GSM EN GROS ET ,Ekpè2 S/KPODJI LOT/ 107-i TEL/ 97 60 17 60,PP,KPOSSOU Basile
279,"","",DETAILS - QUINCAILLERIE - REPRESENTATION ,"","",""
"","","",SERVICE: ASSISTANCE COMPTABLE - CONSEIL ,"","",""
"",RB/PN/13 A 326 ,"",FISCAL - FORMATION - BUREAUTIQUE - ,Porto-Novo Foun-Foun Sodji LOT/ 1-343-,"",da MATHA 
"",DU06/05/1 ,GROUP HOP EXPERTISE,INSTALLATION LOGICIEL - MATERIELS ,J TEL/ 97 00 45 66  ,PP,SANTANNA Brucio 
280,"","",INFORMATIQUE ET LOGISTIQUE - COMMERCE ,"","",Weimer
"","","",INDUSTRIE: SCIERIE - MENUISERIE - PRODUITS ,"","",""
"",RB/PN/13 A 412 DU26/06/13,GROUP LA PAIX GLP,FORESTIERS - TROPICAUX - ALIMENTAIRES ET COSMETIQUES - BTP - MATERIELS ,Sèmè-Kpodji Agblangandan LOT/ 140-A TEL/ 96 34 42 32,PP,VODOUNOU Pascal
281,"","",INFORMATIQUES - BAR-RESTAURANT - DEPOT ,"","",""
"","","",SERVICE: COMMUNICATION - EVENEMENTIEL - ,"","",""
"",RB/PN/13 A 616 DU24/10/13,GS-2A PLUS,LA PRODUCTION AUDIO VISUEL - FORMATION - ETUDES - CONSEILS - LE BTP - ACHAT ET ,Porto-Novo TokpotaI LOT/225-i 03BP278 P/N TEL/ 97 01 48 29,PP,FATON Dé-Laure Laurent
282,"","",VENTE DE FOURNITURES DE BUREAU - DE ,"","",""
"","","",INGENIERIE INFORMATIQUE ET TELECOM - ,"","",""
"",RB P/N-13-A-079,GURU DATABACK,SPECIALISTE EN SAUVEGARDE ET ,Anavié P/N LOT/ 643-B TEL/ 97 63 46 00,PP,MEKPO Omar
"","","",RESTAURATION DES DONNEES - FORMATION - ,"","",""
283,"","",MOBILIER DE BUREAU - SERVICE TRAITEUR - ,"","",""
"","","",COMMERCE: PRODUITS SOBEBRA - ,"","",""
"",RB/PN/13 A 345 ,"","","","",""
"",DU15/05/13,H S A & FILS,FORESTIERS - AGRICOLES - TRANSPORT - PRESTATIONS DE SERVICES - BUREAUTIQUE - ,Adjohoun Adèokuta M/SON HOUNGBO TEL/ 97 47 07 78,PP,HOUNGBO Sèmako Akodjènou
284,"","",BTP - CONSOMMABLES INFORMATIQUES - ,"","",""
"","","",MATERIAUX DE CONSTRUCTION - PEINTURE ,"","",""
"",RB/PN/ 13 A 229,H' POL,ET ARTICLES - PRODUITS FORESTIERS - ,Djeffa S/PODJI C/SB TEL/ 96 39 78 48,PP,HONTONNOU 
"","","",AGRICOLES - ALIMENTAIRES - MENUISERIE - ,"","",Apolinaire
285,"","",DIVERS,"","",""
286,RB/PN/ 13 A 220,H. F. LA LIBERTE,"QUINCAILLERIE - ALIMENTATION GENERALE - RESTAURATION - TRANSPORT - LOCATION DE VEHICULES - COMMERCE GENERAL ET DIVERS","Kraké-Glogbo S/KPODJI C/SB TEL/ 97 9195 88",PP
287,RB P/N-13-A-069,H. S. MIRACLES DE DIEU,"QUINCAILLERIE GENERALE - PRODUITS FORESTIERS - AGRICOLES - ALIMENTATION GENERALE - DIVERS",PK 10 S/KPODJI C/SB TEL/ 97 33 76 07,PP
288,RB P/N-13-A-105,HASSANE,"CHANGE MANUEL - TEXTILES - ALIMENTATION GENERALE - DIVERS",S/KRAKE C/SB TEL/ 96 80 41 73,PP
289,"RB/PN/13 A 576 DU01/10/13",HIGH-TECH,"COMMERCE: INFORMATIQUE - MAINTENANCE - BUREAUTIQUE - ELECTRO-INFORMATIQUES ET MENAGERS - BTP - PRESTATION DE SERVICES -FORMATION - PRODUITS AGRICOLES -","Porto-Novo Foun-Foun Djaguidi LOT/228-A TEL/ 97 47 00 79",PP
290,RB P/N-13-A-180,HINS - ALINO & FILS,"VEHICULES AUTOMOBILES D'OCCASION - PRODUITS ALIMENTAIRES - TROPICAUX - FORESTIERS - COSMETIQUES - PRET A PORTER - APPAREILS ELECTRONIQUES -","Djrègbé S/KPODJI C/SB TEL/ 97 76 28 46",PP
291,"RB/PN/13 A 645 DU11/11/13",HIRAM PRESTATIONS,"INDUSTRIE: BTP - AMENAGEMENT HYDRO-AGRICOLE - PRODUCTION ET COMMERCIALISATION DES PRODUITS AGRICOLES - FOURNITURES DE MATERIELS","Adjarra Honvié C/SB M/SON YESSOUF Karim TEL/ 97 93 22 50",PP
292,"RB/PN/13 A 416 DU27/06/13",HODONOU ABIORO,"INDUSTRIE: SCIERIE - VENTE DE PRODUITS FORESTIERS - DEPOT SOBEBRA - COMMERCE GENERAL ET DIVERS","IFANGNI Dessa M/SON HODONOU TEL/ 97 19 05 14",PP
293,"RB/PN/13 A 634 DU05/11/13",HOSMID BTP,"INDUSTRIE: BTP - AIIMENTATION GENERALE - FOURNITURES DE BUREAU - COSMETIQUE - CONSOMMABLES INFORMATIQUES - COMMERCE GENERAL ET DIVERS","Porto-Novo Tokpota1 ZIP/4-145-M TEL/9705 38 61",PP
294,"RB/PN/13 A 387 DU10/06/13",HOTEL RESIDENCE HIB,"SERVICE: HOTELLERIE - TOURISME - LOCATION DE VEHICULES - VENTE DE PRODUITS SOBEBRA - DIVERSES PRESTATIONS - COMMERCE GENERAL ET","ADJARRA Hounsa LOT/156-k' TEL/ 97032097",PP
295,"RB/PN/13 A 453 DU19/07/13",HOUINS ET FILS,"COMMERCE: VENTE DE PRODUITS TROPICAUX ET DIVERS - FOURNITURES DE BUREAU - BOISSONS - PRESTATIONS DE SERVICES - BTP COMMERCE GENERAL ET DIVERS","Sèmè-Kpodji Kpodji-Agué M/SON HOUINSOU TEL/ 97 60 33 59",PP
296,"RB/PN/13 A 641 DU07/11/13","HOUNGAN-TIMOTHEE ET FILS","COMMERCE: QUINCAILLERIE GENERALE - INFORMATIQUE - BUREAUTIQUE - ACHAT ET VENTE DE PRODUITS FORESTIERS - VENTE DE CIMENT - PETROLE LAMPANT - BTP -","Sèmè-Kpodji Djeffa-Houédomè C/SB M/SON HOUNSA TEL/ 97 22 01 23",PP
"","","",COMMERCE: ACHAT ET VENTE ,"","",""
"",RB/PN/13 A 439 ,"","","","",""
"",DU15/07/13,HP-MISSIGBETO,D'ACCESSOIRES DE COUTURES:MERCERIE - BUREAUTIQUE - DEPOT DE BOISSONS ,Sèmè-Kpodji Sèmè-Kraké M/SON KANSOU TEL/96212118,PP,HOUNNOU Pierre
298,"","",LIQUEURS ET SOBEBRA - BAR-RESTAURANT - ,"","",""
"",RB/PN/13 A 622 ,"",COMMERCE: ALIMENTATION GENERALE - ,"","",""
299,DU28/10/13,I. S. G,VENTE DE BOISSONS - COMMERCE GENERAL ET DIVERS,Porto-Novo Gbècon LOT/59 M/SON WABI TEL/ 97 24 45 37,PP,IBIKUNLE Ganiatou
"","","",IMPORTATION DE VEHICULES AUTOMOBILES ,"","",""
"",RB P/N-12-B-1003,IBL,D'OCCASION - PNEUMATIQUE - MATERIELS ET ,Gbodjè P/N C/SB TEL/ 97 36 70 14,PM,GBAFOCHA 
"","","",CONSOMMABLES INFORMATIQUES - AGENCE ,"","",Bouraïma Akandé
300,"","",DE VOYAGE - QUINCAILLERIE,"","",""
"","","",PRODUITS AGRICOLES - FORESTIERS - VENTE ,"","",""
"",RB P/N-13-A-006,IDOHOU - M. ET FILS,DE NOIX D'ANACARDE - NOIX DE CARITE - ,Dowa P/N ZIP/ 3-816-ZX TEL/ 97 16 56 77,PP,IDOHOU Michel
301,"","",DIVERS,"","",""
"","","",COMMERCE: VENTE DE PIECES DETACHEES - ,"","",""
"",RB/PN/13 A 664 DU21/11/13,IFE,PRESTATIONS DE SERVICES - VENTE DES APPAREILS ELECTROMENAGERS - ,Sèmè-Kpodji Djeffa LOT/672 M/SON HOUESSOU TEL/97602341,PP,ZANNOU Cossi Sabin
302,"","",RESTAURATION - MATERIELS INFORMATIQUES -,"","",""
"","","",COMMERCE: IMPORTATION DE VEHICULES ,"","",""
"",RB/PN/13 B 360 DU26/08/13,IHLAS & FILS,AUTOMOBILES D'OCCASION - PIECES DE RECHANGES ET D'ACCESSOIRES ,Porto-Novo Hounsouko M/SON SOUMAÏLA TEL/ 67 32 42 00,PM,SOUMAÏLA Kasir Oladipupo O. A.
303,"","",AUTOMOBILES NEUFS - PNEUMATIQUE - ,"","",""
"","","",SERVICE: TRANSPORT - MAROQUINERIE - ,"","",""
"",RB/PN/13 A 617 DU25/10/13,IMA-SIR ORILONICHE,ALIMENTATION GENERALE - BONNETERIE - FRIPERIE - COSMETIQUES - POISSONNERIE - ,Porto-Novo Djègan-Kpèvi LOT/303-A TEL/ 97 68 64 61,PP,IDOHOU Sidikatou
304,"","",PRESTATIONS DE SERVICES - TEXTILE - ,"","",""
"","","",SERVICE: GESTION IMMOBILIERE - ,"","",""
"",RB/PN/13 A 546 DU18/09/13,IMMOBILIER H.I. LA PAIX,POISSONNERIE - LAVAGE - ENTRETIEN - PRESTATIONS DE SERVICES - ALIMENTATION ,AKPRO-MISSERETE Vakon-Azohouè M/son HLAGBETE TEL/ 97 18 23 35,PP,HLAGBETE Innocent
305,"","",GENERALE - COMMERCE GENERAL ET DIVERS,"","",""
"","","",COMMERCE: PRODUITS COSMETIQUES - ,"","",""
"",RB/PN/13 A 516 DU02/09/13,INOU-IYADOUN,TEXTILES - BIJOUX - MECHES - PRET-A-PORTER - EFFETS VESTIMENTAIRES - ,Porto-Novo Agbokou 3 ZIP/ 1-524-C TEL/ 68 46 56 97,PP,INOUSSA Adidjatou
306,"","",QUINCAILLERIE - ALIMENTAIRE GENERALE - ,"","",""
"","","",ALIMENTATION GENERALE - MATERIAUX DE ,"","",""
"",RB/PN/ 13 A 241,INOUSSA CHOUHEBOU,CONSTRUCTION - CHANGE MANUEL - PIECES ,Gbèzounkpa P/N lot/ 229-H TEL/ 90 93 36 35,PP,INOUSSA Chouhébou
307,"","",DETACHEES - COMMUNICATION - DIVERS,"","",""
"","","",COMMERCE: PRESTATION DE SERVICES - ,"","",""
"",RB/PN/13 A 456 ,INSTITUT AFRICA ,FORMATION - ETUDE - CONSULTATION - ,Akpro-Missérété Missérété-Centre M/SON ,"",DJIVOESSOUN Faton
"",DU22/07/13,PERFORMANCE,PRODUCTION INTELLECTUELLE - COMMERCE ,DJIVOESSOUN TEL/ 21 07 59 68,PP,Romuald
308,"","",GENERAL ET DIVERS,"","",""
"","","",ACTIVITES D'AGENCES DE PRESSE - ,"","",""
"",RB/ PN/ 13 A 276,INTERTROPIQUES,PRODUCTION EN PRESSE ECRITE ET ,Djègan-Kpèvi P/N LOT/ 105-f TEL/ 97 41 ,PP,AWOUDO François 
"","","",AUDIOVISUELLE - TOUS TRAVAUX D'EDITION ,87 87 ,"",Koffi
309,"","",DE JOURNAL ET DE PRESSE - MULTIMEDIA ET ,"","",""
"","","",SERVICE: CONSULTATION INVESTISSEMENT - ,"","",""
"",RB/PN/13 A 343 DU14/05/13,INVESTINAFRICA,GESTION CONSEIL - BTP - BUREAUTIQUE - INFORMATIQUE - AGROPASTORAUX - ,Porto-Novo Kandévié3 LOT/ 302-A TEL/ 96 80 18 72,PP,AKADIRI SOUMAÏLA Wassi Monboladji
310,"","",TRANSPORT - PRESTATIONS DE SERVICES - ,"","",""
"","","",TRANSPORT - BTP - PRESTATIONS DE ,"","",""
"",RB P/N-13-A-072,IRETI - TCHEGOUN,SERVICES - MATERIELS INFORMATIQUES - ,Houinmè chateau P/NLOT/ 212-A TEL/ 97 ,"",""
"","","",BUREAUTIQUE - IMPRIMERIE - PRODUITS ,00 33 57,PP,HAZOUME James
311,"","",AGRICOLES,"","",""
"","","",MAINTENANCE INFORMATIQUE - GRAPHISME - ,"","",""
"",RB P/N-13-A-198,IRINA - BENIN,GARAGE VIDEO - CONCEPTION ET ,Tokpota-davo P/NOVO ZIP/ 3-716-D TEL/ ,PP,SEIDOU Ahmed
"","","",REALISATION DE SITE WEB - CONCEPTION DE ,97 27 42 92,"",""
312,"","",LOGICIEL - MATERIELS INFORMATIQUES,"","",""
"","","",BTP - ASSAINISSEMENT - IMPRIMERIE - ,"","",""
"",RB/ PN/ 13 A 287,IRMILA ESPOIR,RESTAURATION - ENTRETIEN DES ESPACES ,Ouando P/N LOT/ 95-O TEL/ 95 71 72 57,PP,HOUNTONDJI 
"","","",VERTS - PRODUITS VIVRIERS - FORESTIERS - ,"","",Mèvègni Nicole
313,"","",SOBEBRA - QUINCAILLERIE - MOBILIERS - ,"","",""
"","","",COMMERCE: PRODUITS FORESTIERS - ,"","",""
"",RB/PN/13 A 503 ,"","","","",""
"",DU27/08/13,ISHOLA WERE NISE OLUWA,AGRICOLES - AGROPASTORAUX ET ALIMENTAIRES - QUINCAILLERIE - ELEVAGE - ,Porto-Novo Houinmè-Gbèdjromèdé LOT/211-A TEL/94 70 36 74,PP,ALAGBE Ganiou
314,"","",BIJOUX - TEXTILES - TRANSPORT - CIMENT - ,"","",""
"","","",COMMERCE: QUINCAILLERIE - PRODUITS ,"","",""
"",RB/PN/13 A 392 DU13/06/13,ISTIDJABATH,COSMETIQUES ET TEXTILES - BUREAUTIQUE - INFORMATIQUE - PRET-A PORTER - BIJOUX - ,Porto-Novo Hounsouko LOT/ 312-B TEL/ 97 02 65 72,PP,YESSOUFOU Abdow Nassirou Latoundji
315,"","",PRODUITS AGRICOLES - FORESTIERS - DIVERS,"","",""
"",RB P/N-13-A-203,IYA BIDEMI,ACHAT ET VENTE DE PRODUITS AGROALIMENTAIRES - DIVERS,Sèmè S/PODJI LOT/ 27-P TEL/ 97 93 95 08,PP,HOUETO Claire
316,"","","","","",""
"","","",INDUSTRIE: AMENAGEMENT ESPACE VERT - ,"","",""
"",RB/PN/13 A 454 DU22/07/13,J'OSE,ENTRETIEN LOCAUX - BTP - QUINCAILLERIE - PRODUITS FORESTIERS - AGRICOLES - ,Sèmè-Kpodji EkpèIII M/SON GNONLONFOUN TEL/ 97 69 64 27,PP,AHOUNOU Hotèwèkpo Modeste 
317,"","",ALIMENTATION GENERALE - PRESTATIONS DE ,"","",Alain
"","","",SERVICE: RESTAURATION - SERVICE ,"","",""
"",RB/PN/13 A 621 DU28/10/13,J'Y CROIS,TRAITEUR - VENTE DE BOISSONS - SACS - TEXTILES - CHAUSSURES - ACHAT ET VENTE ,Akpro-Missérété Akpro-Centre C/SB M/SON HOUNGBO TEL/ 97 47 10 09,PP,HOUNGBO Epse APITHY Yèyinou 
318,"","",DE VEHICULES - DE LUBRIFIANTS - COMMERCE ,"","",Pulchérie
"","","",INDUSTRIE: BTP - ETUDE - CONCEPTION ET ,"","",""
